startup_name,sector,city,amount_usd,investment_type,investors,date
VivoCarat,eCommerce,Mumbai,50000.0,Seed Funding,Undisclosed Investors,20/12/2016
Tiyo,Consumer Internet,Kolkata,,Seed Funding,Ajith Nair,20/12/2016
Zoomcar,Consumer Internet,Bangalore,,Private Equity,Cyber Carrier CL,20/12/2016
BYJU\\xe2\\x80\\x99s,Consumer Internet,Bangalore,15000000.0,Private Equity,International Financial Corporation,20/12/2016
Supr Daily,Consumer Internet,Mumbai,,Seed Funding,"Dr. Apoorv Ranjan Sharma, Anil Jain, Anuj Golecha, Krishna Jhunjhunwala, Anirudh Damani",21/12/2016
The BlueBook,Consumer Internet,Bangalore,500000.0,Seed Funding,"Indian Angel Network, Let\\xe2\\x80\\x99s Venture",21/12/2016
Vegetall,eCommerce,Chennai,162000.0,Seed Funding,The Chennai Angels,21/12/2016
Innoplexus,Technology,Pune,,Private Equity,HCS Venture capital fund,22/12/2016
Mindler,Consumer Internet,Delhi,324000.0,Seed Funding,Taxmann,22/12/2016
MCaffeine,eCommerce,Bangalore,300000.0,Seed Funding,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",22/12/2016
enKast,Technology,Bangalore,2000000.0,Private Equity,Ivy League Alumni Angel Network,23/12/2016
ShopKirana,eCommerce,Indore,,Private Equity,"Incubate Fund, Lead Angels Group & Others",23/12/2016
MyAdvo,Consumer Internet,Delhi,,Seed Funding,"Pradyumna Dalmia, S. Somasegar & Others",23/12/2016
Asocon,Technology,Noida,,Seed Funding,Quarizon,23/12/2016
LexComply,Consumer Internet,Delhi,,Seed Funding,Ajay Relan,23/12/2016
The Postbox,eCommerce,Chennai,,Seed Funding,"The Chennai Angels, Ritesh Mehta, Aruna Ganesh Ram",26/12/2016
Pandorum Technologies,Technology,Bangalore,,Seed Funding,"Sachin Bansal, Binny Bansal",26/12/2016
Dekkho,Consumer Internet,Mumbai,1200000.0,Seed Funding,undisclosed investors,26/12/2016
Shadowfox,Logistics,Gurgaon,10000000.0,Private Equity,Eight Roads Ventures,26/12/2016
ShopX,eCommerce,Bangalore,5000000.0,Private Equity,Nandan Nilekani,27/12/2016
Healthifyme,Consumer Internet,Bangalore,1000000.0,Private Equity,NB Ventures,29/12/2016
LetsMD,Consumer Internet,Delhi,,Seed Funding,"WaterBridge Ventures,",29/12/2016
Justbooks,Consumer Internet,Bangalore,,Seed Funding,CoCreate Ventures,29/12/2016
InstantPay,Consumer Internet,Delhi,,Private Equity,"RB Investments,\\xc2\\xa0 Kaleden Holdings",30/12/2016
PickMyLaundry,Consumer Internet,Delhi,200000.0,Seed Funding,"Kedar Lele, GHV Accelerator",01/11/2016
FreshDesk,Consumer Internet,Chennai,55000000.0,Private Equity,"Sequoia Capital India, Accel Partners",02/11/2016
LaundryAnna,Consumer Internet,Bangalore,150000.0,Seed Funding,Undisclosed Investors,02/11/2016
Zarget,Technology,Chennai,6000000.0,Private Equity,Sequoia India,03/11/2016
DoSelect,Consumer Internet,Bangalore,,Seed Funding,"3one4 Capital, Mumbai Angels, Aarin Capital",03/11/2016
EasyPolicy,Consumer Internet,Noida,10000000.0,Private Equity,"Unilazer Ventures,",03/11/2016
Browntape,Technology,Goa,,Private Equity,Gati Ltd,04/11/2016
Connect India,Logistics,Bangalore,1000000.0,Private Equity,Aavishkaar Venture Management,04/11/2016
Corseco,Technology,Delhi,150000.0,Seed Funding,"Ameera Shah, Vivek Bhargava",04/11/2016
vImmune,Consumer Internet,Bangalore,,Seed Funding,Undisclosed investor,04/11/2016
The Gourmet Jar,eCommerce,Noida,,Seed Funding,Chandigarh Angels Network,04/11/2016
Medzin,eCommerce,Delhi,45000.0,Seed Funding,A M Sikander,05/11/2016
Bizongo,eCommerce,Mumbai,3000000.0,Private Equity,"IDG Ventures, Accel Partners",05/11/2016
Rivigo,Technology,Gurgaon,75000000.0,Private Equity,Warburg Pincus,07/11/2016
JustRide,Consumer Internet,Mumbai,3000000.0,Private Equity,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",07/11/2016
IIM Jobs,Consumer Internet,Delhi,2000000.0,Private Equity,India Quotient,09/11/2016
Square Yards,Consumer Internet,Gurgaon,12000000.0,Private Equity,ADAG Reliance Private Equity,09/11/2016
GolfLAN,Consumer Internet,Delhi,1000000.0,Private Equity,"YourNest Angel Fund, iSON",10/11/2016
Yottaasys,Technology,Bangalore,,Private Equity,Gleevoaz Ventures,10/11/2016
Tone Tag,Technology,Bangalore,,Private Equity,"Arun Seth, T.V. Mohandas Pai, Anand Chandrasekaran, Deepak Ghaisas",10/11/2016
Life in Control,Consumer Internet,Gurgaon,,Private Equity,RoundGlass Partners,11/11/2016
Active.ai,Technology,Singapore,3000000.0,Private Equity,"Kalaari Capital, IDG Ventures India",14/11/2016
ElasticRun,Technology,Pune,2000000.0,Private Equity,"Kalaari Capital, Norwest Venture Partners",14/11/2016
NoBroker,Consumer Internet,Bangalore,,Seed Funding,Vijay Shekhar Sharma,15/11/2016
Zefo,eCommerce,Bangalore,6000000.0,Private Equity,"Sequoia India, BEENEXT, Helion Ventures",15/11/2016
PlaySimple,Technology,Bangalore,4000000.0,Private Equity,"SAIF Partners, IDG Ventures India",15/11/2016
Stasis Labs,Technology,Bangalore,5000000.0,Private Equity,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",16/11/2016
Scienaptic,Technology,Bangalore,,Seed Funding,Pramod Bhasin,17/11/2016
Koovs,eCommerce,Delhi,13500000.0,Private Equity,Times of India Group & Existing investors,17/11/2016
Lawrato,Consumer Internet,Delhi,,Seed Funding,Indian Angel Network,17/11/2016
Trip Tap Toe,Consumer Internet,Gurgaon,,Seed Funding,R.S Sharma,17/11/2016
Pictor Imaging,Consumer Internet,Mumbai,147000.0,Seed Funding,Quarizon,17/11/2016
GramCover,Finance,Delhi,1000000.0,Seed Funding,Omnivore Capital,18/11/2016
AerMed,eCommerce,Mumbai,,Seed Funding,Hitesh Windlass,18/11/2016
WorkIndia,Consumer Internet,Mumbai,,Seed Funding,Asuka Holdings,18/11/2016
Bats on delivery,Consumer Internet,Gurgaon,90000.0,Seed Funding,Devdeep Singh,21/11/2016
numberz.in,Technology,Gurgaon,650000.0,Seed Funding,"Kae Capital, Khosla Impact",21/11/2016
Housing.com,Consumer Internet,Mumbai,5000000.0,Private Equity,Softbank Group,22/11/2016
Awesummly,Consumer Internet,Bangalore,147000.0,Seed Funding,"Vivek Bhargava, Ameera Shah",22/11/2016
VoLT,Consumer Internet,Mumbai,,Seed Funding,YMS Mobitech,22/11/2016
Vymo,Technology,Bangalore,5000000.0,Private Equity,Sequoia India,22/11/2016
ShubhLoans,Technology,Bangalore,,Seed Funding,"Sanjai Vohra, V. Bunty Bohra",22/11/2016
Noddapp,Consumer Internet,Mumbai,147000.0,Seed Funding,Undisclosed multiple investors,22/11/2016
Knowlarity,Consumer Internet,Bangalore,20000000.0,Private Equity,"Delta Partners, Sequoia India,\\xc2\\xa0 Mayfield, Blacksoil, Trifecta Capital",23/11/2016
Infisecure,Technology,Mumbai,600000.0,Seed Funding,"IDG Ventures, Axilor Ventures",23/11/2016
Udaan,eCommerce,Bangalore,10000000.0,Private Equity,"Lightspeed Venture Partners India, Lightspeed US",23/11/2016
FroyoFit,Consumer Internet,Indore,,Seed Funding,Dr. Pooja Gandhi,24/11/2016
Betterplace,Consumer Internet,Bangalore,,Seed Funding,Venture Highway,24/11/2016
ShareChat,Consumer Internet,Mumbai,4000000.0,Private Equity,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",24/11/2016
UClean,Consumer Internet,Gurgaon,,Private Equity,Franchise India,24/11/2016
Servify,Consumer Internet,Mumbai,,Private Equity,"Blume Ventures, BEENEXT, Barkawi Holdings GmbH, TM Service Technology Holdings Gmbh, Sreevathsa Prabhakar",24/11/2016
Hubilo,Consumer Internet,Ahmedabad,,Seed Funding,"Girish Mathrubootham, VC Karthic, Miten Mehta, Umasankar Nistala, Rakesh Patel, Akash Bhavsar, Jeevanandhan Rajagopal, Vikas Chadha & Others",25/11/2016
FunOnGo,Consumer Internet,Mumbai,,Private Equity,Reliance Entertainment,25/11/2016
121Policy,Consumer Internet,Kolkata,,Seed Funding,Xelpmoc,25/11/2016
TapChief,Consumer Internet,Bangalore,,Seed Funding,"Paytm, Aprameya Radhakrishna, Subramanya Venkat, Venk Krishnan",26/11/2016
Kloseby,Consumer Internet,Bangalore,100000.0,Seed Funding,Undisclosed Investor,28/11/2016
WholeSaleBox,eCommerce,Jaipur,2000000.0,Private Equity,"Manish Maheshwari, Contrarian Vriddhi Fund",28/11/2016
Crossahead,Consumer Internet,Noida,,Seed Funding,Mohit Sharma,29/11/2016
Affordplan,Consumer Internet,Delhi,3000000.0,Private Equity,"Prime Venture Partners, Kalaari Capital",29/11/2016
ShopsUp,eCommerce,Bangalore,963000.0,Seed Funding,"Anand Sankeshwar, Yang Shu",30/11/2016
Indofash,eCommerce,Bangalore,150000.0,Seed Funding,"Shekhar Sahu, Nitesh Pant",30/11/2016
Entropika,Technology,Bangalore,200000.0,Seed Funding,"Dileep Bhatt, Milind Chaudhary",30/11/2016
MarianaIQ,Technology,Bangalore,2000000.0,Private Equity,Exfinity Venture Partners,30/11/2016
Chai Thela,Food & Beverage,Noida,218000.0,Seed Funding,Quarizon,30/11/2016
Interviewpad,Technology,Pune,100000.0,Seed Funding,Krishna Rokhale,30/11/2016
Math Buddy,Consumer Internet,Vadodara,440000.0,Seed Funding,Menterra Social Impact Fund,30/11/2016
Pulse,Consumer Internet,Bangalore,500000.0,Private Equity,SAIF Partners,30/11/2016
Carcrew.in,Consumer Internet,Mumbai,500000.0,Seed Funding,TVS Group,30/11/2016
MeraKisan,eCommerce,Bangalore,,Seed Funding,Mahindra Univeg,03/10/2016
Mystifly,Consumer Internet,Bangalore,5000000.0,Private Equity,Recruit Holdings,03/10/2016
HelpChat,Consumer Internet,Bangalore,,Private Equity,"American Express Ventures, Sequoia Capital",03/10/2016
Uniphore,Technology,Chennai,2000000.0,Private Equity,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",03/10/2016
World Art Community,eCommerce,Gurgaon,200000.0,Seed Funding,Viraj Tyagi & Others,03/10/2016
Giftxoxo,eCommerce,Bangalore,450000.0,Private Equity,Mahindra Holidays & Resorts India Ltd,04/10/2016
Bharat Bazaar,eCommerce,Mumbai,,Seed Funding,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",04/10/2016
GOQii,Consumer Internet,Mumbai,,Private Equity,Ratan Tata,04/10/2016
India Gifts Portal,eCommerce,Noida,2000000.0,Private Equity,"Naveen Arya, Tarun Joshi",04/10/2016
Moglix,eCommerce,Noida,4200000.0,Private Equity,"Accel Partners, Jungle Ventures, SeedPlus",04/10/2016
NetLinx,Consumer Internet,Hyderabad,3000000.0,Private Equity,"Xchange Investors NV, TransGlobal FZC",04/10/2016
Scandid,Consumer Internet,Pune,,Private Equity,3One4 Capital,04/10/2016
Remitr,Consumer Internet,Mumbai,1000000.0,Seed Funding,"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others",04/10/2016
InnerChef,Consumer Internet,Gurgaon,2500000.0,Private Equity,"Mistletoe, M&S Partners",04/10/2016
AppsDaily,Consumer Internet,Mumbai,3750000.0,Private Equity,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",04/10/2016
MuhurtMaza,Consumer Internet,Pune,,Seed Funding,Undisclosed Investor,05/10/2016
Azuro,Consumer Internet,Mumbai,,Private Equity,"White Unicorn Ventures, Kae Capital, Mumbai Angels",05/10/2016
NeuroSynaptic,Technology,Bangalore,,Private Equity,"Indian Angel Network, Healthsquad, Axilor Ventures",05/10/2016
UE LifeSciences,Technology,Mumbai,1200000.0,Private Equity,"Kiran Mazumdar-Shaw, Unitus Seed Fund",05/10/2016
FindmeaShoe,Consumer Internet,Bangalore,,Seed Funding,Ventureast Fund Advisors,06/10/2016
RealBox,Technology,Noida,300000.0,Seed Funding,Hyderabad Angels,06/10/2016
Sportido,Consumer Internet,Noida,,Seed Funding,Sumpoorna Group,06/10/2016
GoZefo,eCommerce,Bangalore,1050000.0,Private Equity,"Helion Venture Partners, BeeNext",06/10/2016
RayIOT,Technology,Bangalore,100000.0,Seed Funding,HAX Accelerator,07/10/2016
KOOH Sports,Technology,Mumbai,2200000.0,Private Equity,"HDFC, Faering Capital, Elevate Sports",07/10/2016
Flexiloans,Consumer Internet,Mumbai,15000000.0,Private Equity,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",07/10/2016
Sibia Analytics,Technology,Kolkata,,Seed Funding,Radhakrishnan Natarajan & Others,07/10/2016
Vithi.com,eCommerce,Delhi,375000.0,Seed Funding,undisclosed investor,10/10/2016
Yupp TV,Consumer Internet,Bangalore,50000000.0,Private Equity,Emerald Media,11/10/2016
Deyor Camps,Consumer Internet,Gurgaon,500000.0,Seed Funding,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",11/10/2016
ZipLoan,Consumer Internet,Delhi,,Seed Funding,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,\\xc2\\xa0 Badal Malick",12/10/2016
FabAlley,ecommerce,Noida,2000000.0,Private Equity,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",13/10/2016
Shoekonnect,eCommerce,Agra,,Seed Funding,Indian Angel Network,13/10/2016
Maya,Consumer Internet,Bangalore,,Seed Funding,Rajan Anandan,13/10/2016
RoboVac,Technology,Ahmedabad,450000.0,Seed Funding,Virendra Patel,13/10/2016
Newspatrolling,Consumer Internet,Delhi,25000.0,Seed Funding,Undisclosed,14/10/2016
Postman,Consumer Internet,Bangalore,7000000.0,Private Equity,Nexus Venture Partners,14/10/2016
ISFC,Finance,Hyderabad,6000000.0,Private Equity,Gray Matters Capital,14/10/2016
BeatRoute,Technology,Gurgaon,,Seed Funding,Quarizon Consultancy Services LLP,14/10/2016
Kidsstoppress,Consumer Internet,Mumbai,,Seed Funding,Karan Bhagat,14/10/2016
DailyHunt,Consumer Internet,Bangalore,25000000.0,Private Equity,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",15/10/2016
Tazzo Bikes,Consumer Internet,Hyderabad,227000.0,Seed Funding,DSG Consumer Partners,15/10/2016
MyKindofJob,Consumer Internet,Mumbai,1000000.0,Seed Funding,"Mayank Shah, Shreyans Shah",15/10/2016
Trilyo,Technology,Bangalore,,Seed Funding,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",17/10/2016
Yumigo,Consumer Internet,Gurgaon,300000.0,Seed Funding,Hemant Sahni,17/10/2016
Rentalpha,Others,Mumbai,16000000.0,Private Equity,Bravia Capital,17/10/2016
3Dexter,Technology,Delhi,150000.0,Seed Funding,Newbie Promoters,18/10/2016
BabyChakra,Consumer Internet,Mumbai,,Private Equity,RoundGlass Partners,18/10/2016
Coppre,eCommerce,Pune,,Seed Funding,Ganesh Natarajan,18/10/2016
MySUN,Technology,Noida,2500000.0,Private Equity,General Catalyst Partners,18/10/2016
ePathsala,Technology,Bangalore,,Seed Funding,"Hyderabad Angels, TLabs",18/10/2016
Furlenco,Consumer Internet,Bangalore,30000000.0,Private Equity,"Lightbox Ventures, Axis Capital & Others",19/10/2016
Fisdom,Consumer Internet,Bangalore,1100000.0,Private Equity,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",19/10/2016
Actofit,Technology,Mumbai,750000.0,Private Equity,Next Orbit Ventures Fund,19/10/2016
Stayology,Consumer Internet,Bangalore,,Seed Funding,Ranjan Pai,20/10/2016
Hipcask,Consumer Internet,Mumbai,,Seed Funding,Mobikon,20/10/2016
ChatOnGo,Consumer Internet,Mumbai,300000.0,Seed Funding,Janak Jain,21/10/2016
Healthians,Consumer Internet,Gurgaon,3000000.0,Private Equity,BEENEXT,24/10/2016
Box8,Consumer Internet,Mumbai,7500000.0,Private Equity,"IIFL Seed Ventures Fund, Mayfield Ventures",24/10/2016
Kredx,eCommerce,Bangalore,6000000.0,Private Equity,Sequoia Capital,25/10/2016
CreditMate,Consumer Internet,Mumbai,500000.0,Seed Funding,India Quotient,25/10/2016
Pickrr,Technology,Delhi,,Seed Funding,Swastika Company Ltd,25/10/2016
SatvaKart,eCommerce,Gurgaon,,Seed Funding,Nimit Panigrahi,25/10/2016
SooperMO,Technology,Gurgaon,100000.0,Seed Funding,Lalit Vase,25/10/2016
OrangeTwig,Consumer Internet,Delhi,1000000.0,Seed Funding,Undisclosed investor,26/10/2016
The Kettlery,eCommerce,Ahmedabad,1000000.0,Private Equity,"hooting Starts Sports LLP, Franchise India Brands",26/10/2016
Idea Bubbles,Consumer Internet,Bangalore,700000.0,Private Equity,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",27/10/2016
FR8,Technology,Chennai,971000.0,Private Equity,Omnivore Partners,27/10/2016
Ather Energy,Technology,Bangalore,27000000.0,Private Equity,Hero MotoCorp,27/10/2016
Pikkol,Logistics,Bangalore,,Seed Funding,"Ajay Nanavati, Afsal Salu",28/10/2016
Velmenni,Technology,Delhi,100000.0,Seed Funding,Kalaari Capital,29/10/2016
Volta Motors,Technology,Chennai,100000.0,Seed Funding,Kalaari Capital,29/10/2016
Cyclops,Technology,Bangalore,100000.0,Seed Funding,Kalaari Capital,29/10/2016
Impact Analytics,Technology,Bangalore,750000.0,Private Equity,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",30/10/2016
Talent Next,Consumer Internet,Mumbai,1000000.0,Seed Funding,Karanpal Singh & Others,31/10/2016
Mihup,Technology,Kolkata,6700000.0,Private Equity,Accel Partners,01/09/2016
Renowala,eCommerce,Hyderabad,,Seed Funding,Pradeep Dhobale,01/09/2016
Trackbizz,Technology,Kochi,,Private Equity,Grasshoppers,04/09/2016
Social Quotient,Technology,Mumbai,,Seed Funding,"Anita Dongre, Yash Dongre, Milind Sarwate",05/09/2016
Stalk Buy Love,eCommerce,Delhi,,Seed Funding,William Bissel,05/09/2016
eShakti,eCommerce,Chennai,1350000.0,Private Equity,"Infina Finance Pvt. Ltd, Uday Kotak",06/09/2016
CheersOye!,Consumer Internet,Mumbai,500000.0,Seed Funding,Undisclosed Investors,06/09/2016
BigStylist,Consumer Internet,Mumbai,900000.0,Private Equity,Info Edge (India) Ltd,06/09/2016
Zilingo,eCommerce,Bangalore/ Bangkok,8000000.0,Private Equity,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",07/09/2016
Alternacare,Consumer Internet,Delhi,500000.0,Seed Funding,Eros Labs,07/09/2016
Simplilearn,Education,Bangalore,6000000.0,Private Equity,InnoVen Capital India,07/09/2016
Prozo,eCommerce,Gurgaon,315000.0,Seed Funding,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",07/09/2016
TopRankers,Education,Bangalore,670000.0,Seed Funding,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",08/09/2016
BuildTraders,eCommerce,Bangalore,200000.0,Seed Funding,Idein Ventures,08/09/2016
Byju\\xe2\\x80\\x99s,Education,Bangalore,50000000.0,Private Equity,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",09/09/2016
Freshboxx,eCommerce,Hubli,,Seed Funding,Ravi Linganuri,10/09/2016
CureInstant,Consumer Internet,Delhi,150000.0,Seed Funding,Dr. Rameshwar Kumar,10/09/2016
Poshtic,Consumer Internet,Noida,450000.0,Seed Funding,"havya Sharma, Amit Nagar",10/09/2016
KarmaCircles,Consumer Internet,Delhi,,Seed Funding,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",10/09/2016
Purple Style Labs,Consumer Internet,Mumbai,448000.0,Seed Funding,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",12/09/2016
Inuxu,Technology,Pune,3000000.0,Private Equity,Fork Media,12/09/2016
Nykaa,eCommerce,Mumbai,12300000.0,Private Equity,"Sunil Munjal, Mariwala family",12/09/2016
Glam Studios,Consumer Internet,Noida,300000.0,Seed Funding,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",12/09/2016
Findow,Consumer Internet,Bangalore,,Seed Funding,Raj Singh Bhandal,13/09/2016
IdeaChakki,Consumer Internet,Delhi,,Seed Funding,Ratan Tata,13/09/2016
ShoeKonnect,eCommerce,Agra,,Seed Funding,Indian Angels Network,13/09/2016
NearBuy,Consumer Internet,Gurgaon,2500000.0,Private Equity,BlackSoil Capital Pvt. Ltd.,13/09/2016
ZeroInfy,Consumer Internet,Kolkata,,Seed Funding,Calcutta Angels Network,14/09/2016
Flocareer,Consumer Internet,Bangalore,150000.0,Seed Funding,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",14/09/2016
LensPick,eCommerce,Bangalore,,Private Equity,Scadea Solutions Inc,14/09/2016
infeedo,Consumer Internet,Gurgaon,200000.0,Seed Funding,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",15/09/2016
Furlenco,eCommerce,Bangalore,5000000.0,Private Equity,Lightbox Ventures and others,15/09/2016
GoPigeon,Consumer Internet,Bangalore,1500000.0,Private Equity,Nexus Venture Partners,15/09/2016
NewsDistill,Consumer Internet,Hyderabad,100000.0,Seed Funding,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",16/09/2016
DoctorInsta,Consumer Internet,Gurgaon,1000000.0,Private Equity,RoundGlass Partners,16/09/2016
Milofy,Consumer Internet,Bangalore,750000.0,Seed Funding,Accel Partners,19/09/2016
Liqvid,Technology,Delhi,,Private Equity,Gray Matters Capital,19/09/2016
Swiggy,Consumer Internet,Bangalore,15000000.0,Private Equity,Bessemer Venture Partners,19/09/2016
Codemojo,Consumer Internet,Bangalore,,Seed Funding,CIO Angel Network,20/09/2016
JustLikeNew,eCommerce,Hyderabad,500000.0,Seed Funding,LetsVenture,20/09/2016
